"","adm0_id","adm0_name","adm1_id","adm1_name","mkt_id","mkt_name","cm_id","cm_name","cur_id","cur_name","pt_id","pt_name","um_id","um_name","mp_month","mp_year","mp_price","mp_commoditysource"
"305893",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",10,2018,1.63,NA
"305894",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",11,2018,1.72,NA
"305895",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",12,2018,1.7475,NA
"305896",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",1,2019,1.6933,NA
"305897",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",2,2019,1.63,NA
"305898",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",3,2019,1.59,NA
"305899",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",4,2019,1.61,NA
"305900",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",5,2019,1.714,NA
"305901",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",6,2019,1.745,NA
"305902",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",7,2019,1.7425,NA
"305903",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",8,2019,1.728,NA
"305904",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",9,2019,1.71,NA
